Region	Gene	importance_R2G	rho_R2G	importance_x_rho	importance_x_abs_rho	TF	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name	importance_TF2G	regulation	rho_TF2G	triplet_rank
chr20:3680000-3685000	SIGLEC1	0.012214127548578	0.1224739632328394	0.0014959126083057	0.0014959126083057	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2432487563621554	1	0.0708471846246941	13394
chr4:10030000-10035000	SLC2A9	0.0281769518865134	0.1383183611559035	0.0038973898073112	0.0038973898073112	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5495085695007245	1	0.0572479051024623	12537
chr16:10760000-10765000	CIITA	0.0579382127323223	0.1182804730261862	0.0068529592082708	0.0068529592082708	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5853657280268842	1	0.0890315144120981	10202
chr11:119430000-119435000	CBL	0.0325564075819288	0.0550423690832587	0.0017919818021495	0.0017919818021495	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.292166598562351	1	0.0650313840658093	12373
chr7:74465000-74470000	CLIP2	0.1366277698353329	0.0920823364536512	0.0125810042708891	0.0125810042708891	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3471863848230438	1	0.0506207873268784	10334
chr12:112165000-112170000	NAA25	0.6045953997575104	0.0539121604841659	0.0325950442197153	0.0325950442197153	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1834167003867958	1	0.0794155096776818	778
chr19:48375000-48380000	CARD8	0.0307241244402763	0.0644140341192152	0.0019790647999789	0.0019790647999789	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2703943840986395	1	0.0600995382247723	13205
chr21:33400000-33405000	IFNGR2	0.2971726646961078	0.1550169387328383	0.0460667967562708	0.0460667967562708	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.0948194811762182	1	0.0887658031168653	3052
chr19:10920000-10925000	DNM2	0.0199724056550235	0.0572841045449108	0.0011441013735557	0.0011441013735557	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3213112320287553	1	0.0687504954185439	11711
chr4:74095000-74100000	MTHFD2L	0.588166848795476	0.084027411900752	0.0494221380701047	0.0494221380701047	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2794466269786255	1	0.076586057467909	769
chr11:66010000-66015000	PACS1	0.1057267986108318	0.0649224544167948	0.0068640432634453	0.0068640432634453	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.9402147419520316	1	0.1002055368252774	7630
chr5:179840000-179845000	CANX	0.176383546344932	0.1196051597006176	0.0210963822291468	0.0210963822291468	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2639549196372283	1	0.0742941499158052	5007
chr12:109920000-109925000	GIT2	0.0962557882189314	0.1105092490403286	0.010637154871859	0.010637154871859	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5161294414811722	1	0.1012121657839388	11247
chr15:90345000-90350000	IQGAP1	0.2324581290353942	0.0657843082963419	0.0152920972264552	0.0152920972264552	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2216143481715216	1	0.1007906001839448	5588
chr8:100465000-100470000	RNF19A	0.3470288657914095	0.0878274474303232	0.0304786594670997	0.0304786594670997	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1826999115600193	1	0.0849563829468924	3608
chr1:161180000-161185000	ARHGAP30	0.1370349687667088	0.1348668124510963	0.0184814694319015	0.0184814694319015	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2006497164544738	1	0.0567520112171215	10072
chr9:123560000-123565000	DENND1A	0.0759896730653152	0.1240898072258817	0.0094295438818327	0.0094295438818327	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4606768428001294	1	0.0980774579324922	13184
chr11:970000-975000	AP2A2	0.071169943725909	0.0899071949917146	0.0063986900081146	0.0063986900081146	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1849527192150511	1	0.0608060136170411	13183
chr19:49345000-49350000	SLC6A16	0.0911318364023863	0.101526352252467	0.0092522829240028	0.0092522829240028	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2185379337152486	1	0.0539453129454623	9975
chr17:78800000-78805000	CYTH1	0.0337304621537746	0.0887550847487228	0.0029937500270718	0.0029937500270718	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3187032897002725	1	0.0954080922309444	2135
chr8:141120000-141125000	DENND3	0.0630699803048602	0.1576183952732968	0.0099409890855705	0.0099409890855705	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2714927279240022	1	0.0556553289712648	13164
chr20:5645000-5650000	GPCPD1	0.1933488308832389	0.0614164610153793	0.0118748009343096	0.0118748009343096	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2903697520377284	1	0.0849449770523254	8641
chr17:1575000-1580000	SLC43A2	0.029885966126707	0.1003925440580957	0.0030003281710941	0.0030003281710941	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.3798932524243646	1	0.0593665210648428	1972
chr2:144515000-144520000	ZEB2	0.2651472871586264	0.374531521189943	0.0993060167989069	0.0993060167989069	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3602983162210313	1	0.0953739066250023	2105
chr5:150110000-150115000	CSF1R	0.0249682003270672	0.1838670659909535	0.0045908297372122	0.0045908297372122	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.6267575009090156	1	0.0990175701528607	7242
chr19:35900000-35905000	TYROBP	0.0682862511424626	0.1114873983225046	0.0076130564810703	0.0076130564810703	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.6276555721659346	1	0.0759508561797811	12063
chr10:69065000-69070000	SRGN	0.0697366412675313	0.1886174120776028	0.0131535448028659	0.0131535448028659	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3318705783941427	1	0.0818864583854805	12741
chr19:10785000-10790000	DNM2	0.0301108600840436	0.0572470004658415	0.0017237564212581	0.0017237564212581	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3213112320287553	1	0.0687504954185439	13064
chr17:1415000-1420000	SLC43A2	0.0202435410250472	0.0522868276844873	0.0010584705413004	0.0010584705413004	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.3798932524243646	1	0.0593665210648428	10350
chr20:3685000-3690000	SIGLEC1	0.0423817373667312	0.1539139685788009	0.006523141393378	0.006523141393378	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2432487563621554	1	0.0708471846246941	13558
chr10:127990000-127995000	PTPRE	0.0358683212963527	0.2828924517257663	0.0101468773508127	0.0101468773508127	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2821583539259103	1	0.0768739213040153	13565
chr11:66015000-66020000	PACS1	0.0351137059454025	0.0766097072357557	0.0026900507324397	0.0026900507324397	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.9402147419520316	1	0.1002055368252774	12730
chr21:43790000-43795000	PDXK	0.0458825999282166	0.0542760532169065	0.0024903264354339	0.0024903264354339	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4685919683837173	1	0.0644278642741794	13270
chr19:51795000-51800000	FPR3	0.0494259806868727	0.1451297997640677	0.0071731826802285	0.0071731826802285	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.233905932589221	1	0.0874986837117404	12554
chr19:54245000-54250000	LILRB3	0.0544785987158328	0.0591518065819604	0.0032225075340951	0.0032225075340951	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.3777102296102766	1	0.0554347990236394	10060
chr8:141185000-141190000	DENND3	0.0202639860876743	0.1154347880850778	0.0023391689397896	0.0023391689397896	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2714927279240022	1	0.0556553289712648	13379
chr5:150120000-150125000	CSF1R	0.0421542522598857	0.1932849453695006	0.0081477823451441	0.0081477823451441	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.6267575009090156	1	0.0990175701528607	11921
chr17:80285000-80290000	RNF213	0.1379786974120764	0.1410184790236912	0.0194575460467211	0.0194575460467211	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4505269331164147	1	0.07442497564474	7260
chr9:112040000-112045000	UGCG	0.2344998790587203	0.1283688793471566	0.0301024866818116	0.0301024866818116	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1891087164516803	1	0.0733148102411646	7077
chr7:100445000-100450000	PILRA	0.038957017305114	0.0569252196937358	0.0022176367687062	0.0022176367687062	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3526450354269264	1	0.0506394254106532	12581
chr11:65955000-65960000	PACS1	0.0258344582653643	0.0530280014315249	0.0013699496898784	0.0013699496898784	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.9402147419520316	1	0.1002055368252774	12393
chr19:48325000-48330000	CARD8	0.0697252963690719	0.0666655329552783	0.0046482740429089	0.0046482740429089	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2703943840986395	1	0.0600995382247723	2073
chr1:27625000-27630000	FGR	0.1042009406284259	0.1417981847134484	0.0147755042265446	0.0147755042265446	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.943282427302977	1	0.1027101116926851	8362
chr7:100440000-100445000	PILRA	0.092247247460037	0.0686793909630057	0.006335484773569	0.006335484773569	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3526450354269264	1	0.0506394254106532	7987
chr6:37070000-37075000	FGD2	0.0851091454600624	0.1774373706660391	0.0151015429900669	0.0151015429900669	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1858321997136668	1	0.0916674116999377	12800
chr21:33400000-33405000	SON	0.5917030584706585	0.0530834408701164	0.0314096343169942	0.0314096343169942	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2048280165581135	1	0.0957125440158143	1767
chr7:27130000-27135000	SKAP2	0.069176175462274	0.1419040069585771	0.0098163764841662	0.0098163764841662	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5043386875054137	1	0.0924536037830574	13323
chr15:57320000-57325000	TCF12	0.4300896170779171	0.0642875083511551	0.0276493898496417	0.0276493898496417	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3711985744386693	1	0.1687126200287166	2747
chr6:43620000-43625000	XPO5	0.0508918034628944	0.0548061888712028	0.0027891857925835	0.0027891857925835	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.221992263539159	1	0.0507712782719215	12817
chr2:43155000-43160000	THADA	0.1206916344932096	0.0816211764384667	0.0098509931936172	0.0098509931936172	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2183930700542312	1	0.1028271387257517	9429
chr7:74220000-74225000	LAT2	0.0998387075654198	0.0787781835190384	0.0078651120268922	0.0078651120268922	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4471132505552066	1	0.0594507640484463	6955
chr17:59840000-59845000	VMP1	0.7118198382604862	0.2008458286547158	0.1429660452682931	0.1429660452682931	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5949942437757509	1	0.1360314154054941	783
chr5:150400000-150405000	CD74	0.2290975645473022	0.1598695620377707	0.0366257273080971	0.0366257273080971	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.6164778519134593	1	0.0520252855042429	4200
chr19:54180000-54185000	RPS9	0.0542368552038131	0.0698527867687057	0.0037885954815571	0.0037885954815571	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2396501973104545	1	0.051050241203547	12891
chr20:31605000-31610000	BCL2L1	0.1526412277496293	0.0932493369316878	0.0142336932760916	0.0142336932760916	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4492470872719287	1	0.0506850289136891	9171
chr6:3225000-3230000	RIPK1	0.3424001866574078	0.0784105882546311	0.0268478000543028	0.0268478000543028	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2607326103796599	1	0.0684565736078936	4161
chr15:33005000-33010000	FMN1	0.1052760141119835	0.3445355073623168	0.0362713249351546	0.0362713249351546	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2285047288485906	1	0.0978407503190093	12351
chr15:38125000-38130000	SPRED1	0.1790332384950473	0.2024526922868603	0.0362457611421578	0.0362457611421578	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2928847841102028	1	0.0757765371584186	7197
chr12:54420000-54425000	NCKAP1L	0.033463494859068	0.1599993659584033	0.0053541379602031	0.0053541379602031	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.6149069629353654	1	0.0875105515156588	10352
chr17:45320000-45325000	FMNL1	0.0274185556763526	0.1383005990186786	0.0037920026742665	0.0037920026742665	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3530790466763593	1	0.0737563548259045	11098
chr2:239275000-239280000	HDAC4	0.0365612838032063	0.0538635956270242	0.0019693222063807	0.0019693222063807	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.660444142932733	1	0.0676561910436175	9512
chr19:54165000-54170000	RPS9	0.0631505946293911	0.0592553316890515	0.0037420094311254	0.0037420094311254	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2396501973104545	1	0.051050241203547	11514
chr19:10875000-10880000	DNM2	0.0898626141491297	0.0992424097143052	0.0089181823713864	0.0089181823713864	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3213112320287553	1	0.0687504954185439	12867
chr19:10720000-10725000	DNM2	0.0745902009218008	0.0811022654833843	0.0060494342776188	0.0060494342776188	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3213112320287553	1	0.0687504954185439	13093
chr8:38935000-38940000	ADAM9	0.1338105637884264	0.1379177100447675	0.018454846537499	0.018454846537499	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.306467252941994	1	0.0805643922819216	11119
chr11:64060000-64065000	FERMT3	0.0111918766198316	0.0573357359854929	0.0006416944830568	0.0006416944830568	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3396674663145825	1	0.0576489285321627	13505
chr17:45235000-45240000	FMNL1	0.0848775748457155	0.1572287667028983	0.0133451964137248	0.0133451964137248	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3530790466763593	1	0.0737563548259045	12462
chr9:136350000-136355000	SEC16A	0.0163573669435102	0.0572222612029148	0.0009360055238334	0.0009360055238334	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3583001548694643	1	0.0528042575240126	13516
chr11:985000-990000	AP2A2	0.0407348824090724	0.1024432519859842	0.004173013823252	0.004173013823252	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1849527192150511	1	0.0608060136170411	10561
chr7:27110000-27115000	SKAP2	0.0384957801150497	0.0524534053328057	0.0020192347579772	0.0020192347579772	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5043386875054137	1	0.0924536037830574	12390
chr1:12160000-12165000	TNFRSF1B	0.0476640620092476	0.2225844428051779	0.0106092786841598	0.0106092786841598	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.223445102408742	1	0.0608016107014271	10346
chr2:144520000-144525000	ZEB2	0.2145519218411449	0.3794744339219312	0.0814169690875309	0.0814169690875309	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3602983162210313	1	0.0953739066250023	7716
chr15:99475000-99480000	MEF2A	0.0878363840898868	0.0823349210877628	0.0072320017526752	0.0072320017526752	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.8606865286950112	1	0.1694145543374934	12636
chr2:46535000-46540000	RHOQ	0.2418447760988099	0.0857641225975433	0.0207416050269137	0.0207416050269137	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2280296661904234	1	0.0874463718985308	6506
chr11:915000-920000	AP2A2	0.1458832549814418	0.0736969758745043	0.0107511547228614	0.0107511547228614	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1849527192150511	1	0.0608060136170411	9788
chr7:27120000-27125000	SKAP2	0.0537133809899798	0.069194206981752	0.0037166548019103	0.0037166548019103	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.5043386875054137	1	0.0924536037830574	12317
chr16:66520000-66525000	CKLF	0.1393627326813012	0.0797610556105662	0.0111157186714337	0.0111157186714337	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.1887041571536894	1	0.0560104666937214	6063
chr22:17110000-17115000	IL17RA	0.0644364033936281	0.0655595227648338	0.0042244198551685	0.0042244198551685	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	1.4195291255183806	1	0.0544376740429328	6350
chr1:27610000-27615000	FGR	0.1091372166402507	0.1256353433277676	0.0137114916824348	0.0137114916824348	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.943282427302977	1	0.1027101116926851	4792
chr7:100365000-100370000	PILRA	0.2225326997606243	0.0584156028052391	0.0129993818003941	0.0129993818003941	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3526450354269264	1	0.0506394254106532	6651
chr1:161180000-161185000	FCER1G	0.0864785674426798	0.0778401791901743	0.0067315071858477	0.0067315071858477	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.248195267675041	1	0.0635615586401791	12080
chr19:49335000-49340000	SLC6A16	0.0799133174267794	0.1031193777698676	0.0082406115685754	0.0082406115685754	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2185379337152486	1	0.0539453129454623	9245
chr18:77065000-77070000	MBP	0.0991415437646545	0.0519855777109512	0.0051539304277611	0.0051539304277611	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.7126561427551207	1	0.0892866600249755	11246
chr19:49360000-49365000	SLC6A16	0.10984519878202	0.0993125119898277	0.0109090026210643	0.0109090026210643	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2185379337152486	1	0.0539453129454623	2230
chr7:151425000-151430000	RHEB	0.2080800552480852	0.0518701303886713	0.0107931395970001	0.0107931395970001	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.4191324821606111	1	0.1102396706247062	6665
chr8:141275000-141280000	DENND3	0.0220504177245963	0.0760279416551421	0.0016764478722371	0.0016764478722371	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.2714927279240022	1	0.0556553289712648	13028
chr1:12195000-12200000	TNFRSF1B	0.1030968921883083	0.2244951743685672	0.0231447547886716	0.0231447547886716	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.223445102408742	1	0.0608016107014271	11848
chr12:121290000-121295000	P2RX7	0.202780137924797	0.0862346495871793	0.0174866741371847	0.0174866741371847	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.1823536152571945	1	0.0749391024765143	5841
chr11:64205000-64210000	FERMT3	0.0701641044785102	0.1047559689651295	0.0073501087512169	0.0073501087512169	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(85g)	BACH1_direct_+/+_(131r)	0.3396674663145825	1	0.0576489285321627	12391
